OBJECTID,7,7_30,8,9,8_30,9_30,10,10_30,11_30,11,12,12_30,13,13_30,14,14_30,15,15_30,16,16_30
4857,1286.5,1174.7,1024.8,1415.9,1228,1106.1,1255.9,1144.2,1119.9,1212,1078.3,1040.2,1049.6,1091.2,1049.5,848.5,690.5,552.3,448.1,394
4858,1355,1250.3,1070.4,1433.5,1265.7,1157.2,1293.5,1188.8,1174.5,1251.7,1129.4,1097.8,1071.3,1166.8,1121.6,923.1,736.2,620.5,485.9,440.3
4859,783,732,612,786,711,663,726,675,675,705,648,636,594,687,660,555,432,387,291,273
4860,522,488,408,524,474,442,484,450,450,470,432,424,396,458,440,370,288,258,194,182
4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880,295.8,266.6,238.1,339.9,288.9,255.7,294.4,268.9,259.8,284.9,249.2,240.4,253.6,248.5,237.4,187.8,156.4,117,101,84.4
4881,104.9,95,84.3,117.9,101,90,102,95.8,92.6,99.9,87.9,86.6,90.8,90.2,85,67.9,55.8,43,37.4,31.1
4882,73.5,67.8,61.4,86.3,72.3,64.9,74.3,66.9,65.3,70.6,62.6,60.6,63.9,62.8,59.8,47.6,39.6,30,26,21.1
4883,219,197.3,177,255.1,215.8,190.5,221,198.7,192,212.2,185.2,176.7,186.9,181.8,175,137.7,115.6,85,73.2,61.1
4884,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
4885,387,348,312,450,381,336,390,351,339,375,327,312,330,321,309,243,204,150,129,108
4886,466.9,419.9,376.4,542.9,459.7,405.4,470.5,423.5,409,452.4,394.5,376.4,398.2,387.3,372.8,293.2,246.1,181,155.6,130.3
4896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4898,0.9,0.8,0.7,1,0.9,0.8,0.9,0.8,0.8,0.9,0.8,0.7,0.8,0.7,0.7,0.6,0.5,0.3,0.3,0.2
4901,410.7,370,330.8,473.2,401.9,355.4,409.9,373.2,360.5,396.1,346.3,333.3,351.7,344.2,329.3,260.1,217,161.7,139.6,116.6
4902,20.9,19.5,16.5,19.5,17.8,16.8,16.7,19.7,19.1,18.2,16.8,19.2,19.4,21.1,18.1,15.5,11.6,10.9,9.9,8
4903,10.1,9.9,9.3,12.9,10.3,9.6,11,9.2,9.2,9.8,8.9,8.5,9,8.8,8.5,6.7,5.7,4.3,3.8,2.8
4904,56.9,52.3,47.6,67.8,56.6,50.5,58.5,51.6,50.4,55.1,48.6,46.4,49.1,47.7,46,36.3,30.5,22.6,19.5,15.9
4905,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
4906,516,464,416,600,508,448,520,468,452,500,436,416,440,428,412,324,272,200,172,144
4907,395.6,355.8,319,460,389.5,343.5,398.7,358.8,346.6,383.4,334.3,319,337.4,328.2,315.9,248.4,208.5,153.3,131.9,110.4
4908,388,348.9,312.8,451.2,382,336.9,391,351.9,339.9,376,327.9,312.8,330.9,321.8,309.8,243.6,204.5,150.4,129.3,108.3
4953,2.3,2.6,1.7,2.4,2.6,2.1,1.4,2.4,1.5,1.8,1.6,1.2,1.3,1.6,1.3,1.3,1,1.4,0.8,0.9
4954,6.6,7.5,4.9,6.9,7.7,6,4.1,6.9,4.3,5.4,4.8,3.4,3.8,4.5,3.8,3.8,3.1,4.1,2.5,2.6
4955,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
4956,13.6,15.4,10.1,14.1,15.9,12.3,8.3,14.1,8.8,11.1,9.8,7.1,7.8,9.3,7.8,7.8,6.3,8.3,5,5.3
4957,79.6,90,59,82.6,92.9,72.3,48.7,82.6,51.6,64.9,57.5,41.3,45.7,54.6,45.7,45.7,36.9,48.7,29.5,31
4958,457.3,516.5,338.7,474.2,533.5,414.9,279.4,474.2,296.4,372.6,330.2,237.1,262.5,313.3,262.5,262.5,211.7,279.4,169.4,177.8
4959,29.6,33.4,21.9,30.7,34.5,26.9,18.1,30.7,19.2,24.1,21.4,15.3,17,20.3,17,17,13.7,18.1,11,11.5
4960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,1.3,1.4,0.9,1.3,1.5,1.2,0.8,1.3,0.8,1,0.9,0.7,0.7,0.9,0.7,0.7,0.6,0.8,0.5,0.5
4963,147.3,166.4,109.1,152.8,171.8,133.7,90,152.8,95.5,120,106.4,76.4,84.6,100.9,84.6,84.6,68.2,90,54.6,57.3
4964,144.2,162.9,106.8,149.5,168.2,130.8,88.1,149.5,93.5,117.5,104.1,74.8,82.8,98.8,82.8,82.8,66.8,88.1,53.4,56.1
4965,160.4,179.6,119.2,167.1,185.9,145.2,100.7,165.4,105.5,131.7,116.6,85.1,93.9,110.8,93.6,92.4,74.7,96.5,59.1,61.6
4966,50.6,57.2,37.5,52.5,59.1,45.9,30.9,52.5,32.8,41.3,36.6,26.3,29.1,34.7,29.1,29.1,23.4,30.9,18.8,19.7
4967,163.8,170.4,125.5,177.8,179.5,146.1,125.3,161.6,120.6,143.2,126.1,103.2,111.7,121.4,108.3,97.4,79.9,85.9,58.3,56.7
4968,325,317.1,254.9,364.3,339.6,286.4,284.7,308.8,260.1,298.3,261.4,231,247,254,235.3,198.3,164.4,150.1,112.3,102.6
4969,400.1,406,309.5,440.1,430.4,355.2,323.7,389,304.8,356.8,313.5,264.9,285.4,303,274.5,240.5,198.1,199.9,140.8,133.7
4970,128.3,130.6,99.1,140.8,138.4,114,103,125,97.3,114.1,100.3,84.3,90.9,96.8,87.5,77,63.4,64.5,45.2,43.1
4971,205.7,191.4,164,235.7,207.6,179.7,196.3,190.2,173.9,195.1,170.4,157.9,167.7,166.6,158,127.7,106.7,85.9,69.6,60.5
4972,305,285.3,242.7,348.6,309,266.7,288.3,282.8,256.2,288.1,251.8,232.1,246.7,246,232.7,188.9,157.7,128.9,103.4,90.4
4973,301.2,280.8,240,344.8,304.4,263.2,286.4,278.8,254,285.2,249.2,230.4,244.8,243.6,230.8,186.8,156,126.4,102,88.8
4974,309.2,289.8,245.9,353.1,313.7,270.4,291.3,287.1,259.2,291.7,254.9,234.5,249.4,249.1,235.4,191.4,159.7,131.3,104.9,91.9
4975,183,177,144,206,190,161,163,173,148,169,148,132,141,144,134,112,93,83,63,57
4976,308,288.5,245.1,351.9,312.4,269.4,290.6,285.9,258.4,290.8,254.1,233.9,248.7,248.3,234.7,190.7,159.2,130.6,104.5,91.5
4977,494.2,469.1,391.4,561.2,506.1,433.3,455.5,462.2,408.5,462.4,404.4,367.6,391.5,394.5,370.5,304.5,253.6,215.5,168.7,149.7
4978,311.3,292.3,247.5,355.3,316.2,272.4,292.6,289.3,260.6,293.5,256.5,235.7,250.6,250.5,236.6,192.6,160.7,132.6,105.8,92.7
4979,183,177,144,206,190,161,163,173,148,169,148,132,141,144,134,112,93,83,63,57
5056,546.6,500.6,368,426,425,447.9,414.3,359.6,344,403.4,411.9,449,433.7,389.7,489.9,507.7,366.2,384.7,305.1,233.5
5057,474.5,465.5,345.5,384.7,384.1,382.3,367,323.9,317.2,364.8,368.2,390.7,367.5,356.5,442.3,429.9,323.9,338,264,215.6
5058,52.3,78.2,47.2,36.3,40.4,39.7,54,40.8,47.3,39.4,43.7,39.4,39.1,39.8,45.4,45,41.5,33.5,29.5,47.5
5059,165.6,172.4,140.9,177,157.8,137.6,162.3,143.4,143.9,154.3,140.7,133.5,135,138.1,143.3,114.5,99.9,80.8,67.2,68
5060,906.6,878.1,719.3,883.8,817.8,756.8,817.6,769.1,773.9,806.3,750.6,737.6,668.1,804,790.3,662.1,518.5,486.5,357.8,342
5061,1133.5,1058.8,894.8,1168.9,1045.6,961.9,1064.9,984.2,979,1034.6,942.6,920.2,877.6,985.8,952.4,789.6,624.6,544.6,417.6,385.3
5062,654.5,610.7,532.5,728.4,632,558.8,638.6,580.2,568.2,621.5,552.1,530.7,537.2,554.2,545.4,432.3,359.7,288.3,235.4,206
5063,645.9,604.8,528.2,723.2,626.4,551,631.6,573,560.7,615.5,545.9,523.9,532.4,545.8,539.8,425.3,356.3,284.2,233.2,203.2
5064,741.4,683.9,602.5,841,722.7,636.8,732.5,663.2,645.5,710.4,626.2,599.7,618.2,622.3,608.9,480,402,312.2,260,223.7
5065,415.3,380.5,338.2,478.5,408.1,357.9,414.5,373.7,362.5,401.1,351.5,335.7,350.9,346.4,338.4,264.9,223.6,169.2,143.4,121.5
5066,266.3,245.1,219,311.5,264.4,229.4,267.5,240.3,232.5,259.4,226.3,215.3,227.5,220.9,217.7,168.2,144,107.2,92.2,77.2
5067,261,240,215,307,260,225,263,236,228,255,222,211,224,216,213,164,141,104,90,75
5100,210.7,188.7,129.7,140,149.5,171.1,144.7,122.8,115.6,139.8,151.7,173.5,165.6,140.1,190.7,214.3,148,164.9,130.2,96.3
5101,270.1,242,186.4,233,220.9,225.1,219.8,191.9,183,211.9,207.6,220.3,219.9,197,232.6,232.7,171,168.6,136.8,104.5
5102,412.7,405.4,291.9,336.9,328,338.4,348.8,296.9,294.6,316.3,317.9,329.1,328.4,303.3,349.2,354,267.4,256.1,210,194.4
5103,160.7,221.2,132,107.6,118.2,127.4,166.7,128,145.8,117.3,130.4,119.8,119.4,121.8,125.6,135.6,116.8,92.2,81.2,134.8
5104,978.5,939.8,779.8,1009.3,902.4,829.1,937,851.3,850.1,891.8,815.4,789.4,769,837.3,813.8,679.5,548.1,462.1,364.8,355.9
5105,742.4,688.6,592.2,796.5,700.1,633.4,712.5,652.7,643.5,691.1,621.1,601.7,592.9,636.4,617,502,405.6,337.7,267.4,240.1
5106,267.3,246.5,219.5,310.6,264.4,230,267.5,240.7,233.2,259.5,226.9,216.2,227.2,222.3,219.1,169.8,144.9,108.9,93,78.4
5107,321.6,298.8,260.9,358.4,310.5,275.1,314.4,285.6,279.4,305.5,271.1,260.6,264.4,272,266.7,211.8,175.9,140.3,114.8,100.3
5139,165.4,138.7,92,97.3,95.4,106.1,100.8,92.2,103.8,105,98.6,113.6,123.1,142.9,119.9,130.2,101.5,90.8,114.7,97.1
5140,752.8,659.9,444.9,474.6,500.2,574.6,493.2,423.3,417.6,485.7,512.1,591.4,586.3,533,644.8,727.7,515.6,549,490.1,374.3
5141,229.4,208.7,149.5,166.2,171.3,187.6,168.3,147.5,142.5,163.1,170.5,188.4,176,165.5,205.6,219,153.7,167.1,129.5,101.1
5142,105.3,102.5,67.2,67.4,73.6,84.9,76.7,63,61.7,69.2,76.6,85.4,82.1,70.1,93.6,106.4,75.5,81,65,55.7
5143,358.3,356.5,289.3,376.5,332.9,305,359.6,315.9,315.9,328.4,300,285.1,293.6,295.2,287.3,242.9,203.4,156.3,132.6,141
5144,993.4,926.3,808.1,1119.6,964.1,852.1,985.8,887.4,866.8,948.1,838.8,801.9,829,830.6,813.3,645.6,542.3,418.3,350.7,311.1
5145,328.9,305.9,266.4,364.3,316.5,281,320.5,291.5,285.6,311.5,277,266.6,269.1,278.9,273.3,217.7,180.2,144.8,117.9,103.4
5146,385.1,360.4,309,412.3,363.4,327.5,368.3,337.6,333.3,358.4,322.6,312.6,306.7,330.7,323,261.8,212.5,178.3,140.8,126.7
5147,8.2,19.3,15.7,15,13.4,3.8,8.3,5.7,6.1,11.4,9.8,7.6,9.5,5.7,15.6,6.1,11.7,9.4,9.2,8.3
5148,10.4,24.5,21.2,21.4,18.5,4.4,10.1,7.2,7.3,15.7,12.9,10.1,12.6,7.4,21.4,7.2,15.2,12.4,12.1,9.3
5149,684.9,643.2,553.3,741.9,651.9,582.4,657.4,602,592.4,641.3,575.1,555.2,549.7,585.4,574.9,462.1,378.8,314.9,250.7,224
5150,680.2,627.6,558.8,791.7,674,585.4,680.6,613.1,593,660.7,577.4,549.6,578.4,565.1,556.8,431.4,368.5,276.8,236.5,199.1
5151,740.1,683.2,596.2,842.1,730.1,640.1,722.4,670.5,637.7,706.1,620.4,587.3,612,613.3,592.1,471.6,393.9,309.6,255.2,220.3
5152,579.7,533.7,468.7,661.9,570.6,500.6,570.2,523.6,501.9,555.2,487.6,463.2,482.8,481.8,467.2,370,309.9,240.5,200.1,171.8
5168,357.9,334,288.4,389.3,340.8,305.1,345.3,315.3,310.3,335.8,300.6,290.3,288.6,305.6,298.9,240.4,196.8,162,129.7,115.4
5169,337.4,314.1,272.9,371.8,323.7,288.1,327.8,298.5,292.8,318.7,283.9,273.5,274.9,286.6,280.7,224.2,185,149.7,121.3,106.8
5170,684,638,553.6,752.2,655.6,583.5,663.5,604.4,593.3,645.4,575.6,554.6,556.3,581.6,570.3,455.5,375.8,305.3,246.8,217.8
5171,756.3,714.6,614.4,819.3,720.3,641.3,725.4,663,654,708.9,636.2,614.5,607.1,647.4,640,512,421.7,351.4,279.9,250.2
5172,666.1,625.5,544.5,741.3,644,567.4,648.8,589.4,577.7,632.9,562.6,540.5,546.3,564.4,558.6,441.2,368.6,296.7,242.1,212
5173,775.8,711.9,623.8,865.4,747.5,666.5,761.4,691.5,675.4,736.5,652.6,627.5,639.2,655.1,635.2,507.7,418.6,330.5,271.3,236.2
5174,553.8,510.8,454.1,641,546.5,476.2,553,498,483,536.5,469.8,448,469.2,461.4,454.2,353,300.3,227,193,163.2
5175,395.2,366.1,327.6,465.8,394.8,339.8,397.8,356.8,344.8,386.8,336.8,319.8,339.4,327,324.9,248.7,215.2,159.3,137.9,114.9
5176,454.1,421.8,370.6,514.6,443.4,389.2,447.2,405.6,394.6,435,383.8,367.2,377.8,381.2,374.9,294.8,247.8,193.8,160.9,138.8
5177,798.5,746.6,631.4,849.2,758.4,684,750.3,707.8,683.4,735.8,662.1,635.3,625.5,679.1,651.7,537.8,431.5,370.5,287.2,261.3
5178,562,533.2,437.6,565.5,520.7,478.3,508.4,491.5,475.9,502.6,460.9,444.7,419,485.4,463,393,306.5,282.4,208.8,197.6
5179,315,305,244,318,300,270,275,281,260,279,255,240,229,266,251,216,169,162,117,112
5184,364.4,340.3,293.3,394.8,346.2,310.4,350.8,320.6,315.8,341.2,305.8,295.6,292.9,311.6,304.7,245.5,200.5,165.9,132.3,118.1
5185,607,566.5,483.4,641.2,567.9,516.2,577.2,530.6,525.2,560.9,506.9,492.6,478.7,523.6,508.4,416,334,283.9,221.8,201.4
5186,710.1,662.4,572.5,773.6,676.7,605.3,685.6,625.9,615.6,666.7,596.4,575.9,573.4,605.8,592.7,476.2,390.3,320.5,256.9,228.4
5187,1532.6,1437.5,1230.3,1635.1,1444,1301.8,1462.2,1341.1,1325.6,1424.1,1283.6,1244.3,1217.1,1318.1,1289,1045.4,847.8,715.1,562.9,508.1
5188,503.8,459.4,313.7,348.5,359.6,395,353.6,311.9,302,341.6,358.8,396.4,376.6,359.2,440.9,466.7,328,367.4,285.9,223.5
5189,366.6,333.3,246.9,307,289.7,287.8,291.1,264.3,261,281.8,271.9,279.9,276.6,289,308.3,286.9,213.2,222,172.1,143.2
5190,1033.3,943.9,635.8,832.4,762.4,741.6,790.1,694.8,686.5,736.1,701,702.2,795.1,765.5,810.7,734.7,570,603,496.6,421.5
5191,236,242.6,160.1,193.8,179.4,173.4,203.2,171.5,176.1,174.8,169,161.6,183.5,176.7,180.9,164.9,136.2,127.3,109.3,117.6
5192,153.9,169.2,107.5,120.1,114.5,104.7,123.1,102.9,107.5,109.6,107.8,102.8,117.4,113.8,128,111.1,96.1,96.6,81.8,85.2
5193,400.6,404.4,339,433.7,384.8,324.7,371.8,337.4,334.6,374,336.6,322.7,322.5,339.1,361.7,275.4,240.3,209.8,168.8,148.3
5194,339,330.4,286.7,382.4,333.2,284.9,328.8,297.6,292.4,325.5,289.2,276.4,279.7,286.9,295,226,195.4,158.9,130.3,113.7
5195,268.8,259.8,229,313.7,269.3,227.3,266.1,239,232.8,262.7,230.5,218.8,228,224.4,231.1,174,153.4,119,100.9,85.6
5196,115.6,109.3,97.8,138,116.9,98.8,116.5,104.2,100.7,114.2,99.2,93.8,100.1,95.4,96.9,72.7,64.4,47.7,41.5,34.4
5197,411.2,382.2,339.3,476.7,406.8,352.6,410,369.1,358.2,399,349.4,333,348.5,342.6,339.9,262.7,224.9,170.7,145.1,122.8
5198,385.4,359.5,318.2,444.5,380.4,330,382.9,345.1,335.4,373,327.4,312.3,325.2,321.9,319.9,247.6,211.6,162.2,137,116.5
5199,636.3,592.1,528.8,748.6,635.5,546.1,639.1,573.4,554.7,622.4,542.5,515.2,545.4,527.2,525.7,401.9,348.3,259.4,223.8,187.1
5200,1097.9,1018,872.6,1168.1,1030.1,936.3,1049.5,963.3,951.2,1017.6,916.9,890,871.3,944,912.9,746.6,599.7,503.8,396.2,357.8
5222,908.8,844.9,713.6,933.3,835.3,772.3,853.3,789.4,785.3,827.3,754.4,737.4,701.9,791,760.1,633.5,498.1,435.1,332.7,307.7
5223,522,488,408,524,474,442,484,450,450,470,432,424,396,458,440,370,288,258,194,182
5224,261,244,204,262,237,221,242,225,225,235,216,212,198,229,220,185,144,129,97,91
5225,261,244,204,262,237,221,242,225,225,235,216,212,198,229,220,185,144,129,97,91
5226,261,244,204,262,237,221,242,225,225,235,216,212,198,229,220,185,144,129,97,91
5227,783.5,732.6,612.4,786.5,711.6,663.5,726.3,675.5,675.3,705.4,648.4,636.3,594.3,687.4,660.3,555.3,432.2,387.3,291.2,273.2
5228,522,488,408,524,474,442,484,450,450,470,432,424,396,458,440,370,288,258,194,182
5247,336.8,318.2,240.2,268.2,268.4,277,269.5,250.8,253.7,263.3,263.5,276.1,238.7,282.7,300,289,207.3,220,159.8,143.8
5248,542.4,521.8,407.2,461.3,451.3,448.4,458.4,437.8,450.6,449.4,437.4,443.7,370,490.3,479.4,431.5,315.5,326,227.3,224.2
5249,869.1,820.4,609.7,677.1,683.2,710.1,674.6,613.8,611.6,661.6,670.6,714.1,637.9,690.9,784.8,776.1,558.9,596.6,446.7,379.3
5250,427.4,402.7,301,334.7,337,350.4,336,309.3,310.5,328.6,331.5,350.7,308,348.8,382.8,375.2,268.9,286.9,211.5,184.6
5251,399,376.5,280.3,310.4,313.5,326.6,311.4,285.6,286.2,304.9,308.7,327.6,288.7,322.8,358.9,353.4,253.4,271.2,200.8,173.7
5252,561,537.1,411.8,467.2,459.7,460.6,457.7,424.4,428.3,450.1,444.2,460.2,404.3,471.7,503.3,471.2,346.3,359.6,264,237.1
5253,129.9,134.7,104.9,115.3,112.7,104.1,107.8,100.5,102.9,109.8,106.6,107.5,93.1,113.2,124.3,106.4,84,86,63.1,58.5
5254,553.1,545.8,428.9,481.5,469.7,454.3,471.6,452.6,468.3,467.2,451.7,453.3,374.6,508.4,497.8,433.3,324.4,333.3,231,232.5
5255,1134.5,1155.8,880.5,985.4,964.6,920.4,946.4,867.6,874.3,932.7,913.6,925.2,835.8,941.7,1038.5,938.2,728.1,732.4,551.9,514.6
5256,1036.9,1005.7,820.3,1009.7,938.1,866.9,929.8,881.9,881.1,919.6,856.1,838.8,761.2,915.8,898.3,755.9,591,557.9,409,391.4
5258,35.5,44.4,36.1,38.8,36.4,26.4,31,28.1,29,34.5,31.8,30.1,27.6,31.3,40,27.2,26.8,25.6,19.9,18.2
5308,13.8,36.8,32.2,32.2,27.6,4.6,13.8,9.2,9.2,23,18.4,13.8,18.4,9.2,32.2,9.2,23,18.4,18.4,13.8
5309,18.4,28.9,25.5,29.6,25.2,12.3,18.5,15,14.7,22.7,19,16.2,19.1,14.2,25.4,11.8,17.6,13.7,13.1,10.2
5310,574.6,526,466.4,666.5,569.7,497.4,571.8,521.3,499.2,555.3,484.9,459.9,485.5,475.1,461.2,361.9,305.9,231,195.9,165.5
5344,1500.2,1416.1,1195.5,1551.5,1389.5,1268.2,1407,1299.4,1293.6,1372.7,1250.7,1219.6,1162.5,1304.7,1273.7,1047.6,836.2,731.3,561.6,517.6
5345,619.4,568.5,498.2,691.4,597,532.1,608.1,552.2,539.3,588.2,521.1,501,510.6,522.9,507.2,405.1,334.2,263.7,216.6,188.5
5346,462.5,426.3,373.9,518.5,447.4,396.9,454.6,412.4,402.6,440.4,389.8,374.4,382.4,390.1,380.3,302.2,250.7,197.4,162.7,141.2
5347,506.8,465,403.6,552.4,481.4,434.7,491.8,449,440.6,475.3,424.4,410.1,410.2,431.6,415.9,337.4,273.5,222.1,178.5,158.2
5348,261,244.1,204,262,237,221,242,225,225,235,216,212,198,229,220,185,144,129,97,91
5349,794.5,745,620.5,797.9,724.4,673.5,733,686.9,682.5,714.4,656.3,642,600.6,694.9,666.6,561.6,437.3,394,295.3,277.5
5350,531.5,498.7,415,533.8,485.1,450.6,489.8,459.8,456.1,477.7,438.8,428.9,401.4,464.5,445.4,375.4,292.4,263.8,197.5,185.7
5351,551.9,521.8,430.2,555,508.9,469.2,502.3,481,469.4,494.4,453.6,439.5,413.2,478.5,457.2,387.2,301.9,276.3,205.1,193.6
5462,743.2,683.2,555.3,708.3,650.5,626.1,658,598,587.9,637.1,598.6,604.8,581.2,608.6,631.3,569.6,433,403.3,314,268.7
5463,522.4,494.4,372.8,415.7,416.3,429,416.9,387.2,391.2,407.8,408.5,428.4,371.5,436.5,466.6,449.8,323.3,343.2,250.1,223.8
5464,370.6,347.8,257.9,285.6,289.3,303.4,287.4,262.5,262.2,280.9,285.4,304.3,269.6,296.6,332.8,331,236.3,253.5,188.6,161.4
5465,322.8,307.8,228.3,250.7,254,262.6,249.4,227.2,227,245.7,249.5,265.5,235.9,257.5,294.3,289.3,209.3,224.4,167.6,142.9
5466,350.7,349.6,275.4,313.5,304.2,288,299.5,288.5,294.6,299.3,287.1,285.7,241.4,318,315.5,271.6,207.1,210.7,147.9,146.7
5467,936.7,924.6,724.5,818.3,800,771.4,795.6,770.5,790.1,790.7,763.2,762.7,633.3,856.9,836,729.9,546.2,562.8,389.3,392
5490,712.1,707.5,551.8,652,636.4,594.4,602,604.7,591.3,608,576.9,561.1,487.7,631.2,609.8,532,404.8,413.9,288,288.1
5623,57.7,52.8,46,60.4,53,48.2,52,53.3,51.6,53,47.5,49.7,51.4,53.1,48,39.5,31.2,26.2,23.2,19.1
5624,109.8,100.2,87.1,114.3,99.9,89.5,99.8,101.3,96.9,101.8,90.3,92.8,97.5,100.8,92.4,76.3,61.9,51,45.1,38.1
5625,76,67.8,54.3,48.8,43.4,27.1,57,70.5,54.3,73.3,57,51.6,73.3,86.8,84.1,78.7,78.7,65.1,57,59.7
5626,93.7,83.8,68.7,70.4,61.6,43.4,75.3,86.6,70.1,90.4,72.1,66.1,88.1,100.9,97.7,89.1,87.1,71.1,62.1,63.7
5687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5688,51.2,46.1,41.1,58.7,49.7,43.6,51.2,46.5,44.6,49.6,43.1,41.1,43.9,43,41.4,32.9,27.9,20.7,17.8,15.2
5689,110.2,100.3,87,113.2,98.5,86.8,100.2,101.5,95.9,103.2,90.5,91.2,98.2,102,94.5,78.6,65.6,53.5,47.1,41
5690,234.7,209.5,167.7,151.3,134.4,84.2,176.2,217.9,167.8,226.3,176.1,159.4,226.2,268,259.6,242.7,242.7,200.8,175.7,184
5691,18.1,16.2,13.9,17,14.6,11.8,16.3,16.6,14.6,17.5,14.6,13.6,16.3,17.5,16.9,14.6,13.5,10.7,9.3,9
5692,230.1,206.9,185.5,267.6,226.5,199.8,231.9,208.7,201.6,223,194.4,185.5,196.2,190.9,183.7,144.5,121.3,89.2,76.7,64.2
5693,344.2,309.7,277.4,398.8,338.1,298.4,345.6,312.4,301.7,332.9,290.6,278.2,294,286.6,275.2,216.8,181.6,134.2,115.6,96.7
5696,553.9,499.9,445.6,632.4,538.7,477.6,547.6,504.2,487.1,531.7,466,452.2,476.2,468.6,445.8,353.6,293.4,221.4,191.6,159.8
5697,534.1,481.1,430.1,615.5,522.6,462.1,533.2,485.3,468.8,515.1,450.3,433.3,457.3,447.4,428.1,338.1,282.2,210.2,181.4,151.6
5698,474.7,427.3,382.5,549.3,465.8,411.4,475.9,430.9,416.3,458.8,400.6,384,405.7,395.9,379.8,299.4,250.5,185.5,159.9,133.7
